"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone, not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Rock County","WI","15.1","23.9","6","19.4","87.7","-1","0.5","1.2","5.1","8.2","0.1","2.2","90.9","83.6","71.1","63309","68301","133000","2.48","49435","-1","4.4","","-1","-1","-1","-1","50.9","11930","161188","160331","223.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Rusk County","WI","22.1","21.1","5.3","14.3","86.6","-1","0.6","0.4","0.6","1.7","0","1.1","97.3","95.8","76.7","6430","8994","106800","2.23","38658","-1","1.5","","-1","-1","-1","-1","49.8","1324","14333","14755","16.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sauk County","WI","17","23","6","21","89.4","-1","1.4","0.8","0.8","4.9","0","1.2","95.8","91.5","70.1","25206","29869","168800","2.44","52140","-1","3.9","","-1","-1","-1","-1","50.3","4960","63379","61976","74.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sawyer County","WI","23.3","19.9","5.5","22","89.7","-1","17.2","0.4","0.6","2.1","0","3.2","78.6","77.4","75.3","7663","16225","162500","2.11","39904","-1","1.3","","-1","-1","-1","-1","49.3","1662","16437","16557","13.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Shawano County","WI","19.8","21.9","5.4","15.3","89.5","-1","8","0.5","0.4","2.6","0","2.1","88.9","87.3","75.6","17245","20714","129900","2.38","46559","-1","1.4","","-1","-1","-1","-1","50","3646","41579","41949","47","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sheboygan County","WI","16.2","22.8","5.6","22.4","90.6","-1","0.5","5.1","1.8","6","0.1","1.4","91.1","85.6","71.8","46312","50595","152300","2.42","52920","-1","5.2","","-1","-1","-1","-1","49.8","8535","115290","115507","225.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"St. Croix County","WI","12.2","25.9","6.2","33","94.9","-1","0.5","1","0.7","2.3","0","1.4","96.4","94.4","77.8","32114","34691","206900","2.62","68426","-1","2.1","","-1","-1","-1","-1","50.1","5830","86759","84345","116.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Taylor County","WI","18.3","23.7","5.8","13.6","86.4","-1","0.3","0.4","0.4","1.8","0.1","0.8","98.1","96.6","76.9","8761","10602","126100","2.33","44869","-1","1.4","","-1","-1","-1","-1","49.1","1509","20540","20689","21.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Trempealeau County","WI","16.9","24.4","6.8","17.5","87.6","-1","0.6","0.7","0.5","6.8","0.1","0.9","97.3","91.3","74.4","11745","12770","135200","2.43","49143","-1","3.5","","-1","-1","-1","-1","49.6","2116","29509","28816","39.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Vernon County","WI","18.5","25.9","7.2","19.5","86.9","-1","0.2","0.4","0.4","1.6","0","1","97.9","96.5","78.7","11790","13785","138200","2.51","45488","-1","0.9","","-1","-1","-1","-1","50.2","2341","30362","29773","37.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Vilas County","WI","29","16.8","4.1","24.1","91.8","-1","11.3","0.4","0.4","1.9","0","1.4","86.5","85.4","77","10636","25443","186000","1.99","40833","-1","2","","-1","-1","-1","-1","49.5","2572","21398","21430","25","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Walworth County","WI","15.3","21.9","5.1","26.2","90.1","-1","0.5","1.1","1.3","11.1","0.1","1.2","96","85.6","68.7","39929","51696","194900","2.5","54020","-1","6.1","","-1","-1","-1","-1","50","7046","103527","102228","184.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Washburn County","WI","23.9","19.5","5","20.3","90.8","-1","1.4","0.5","0.5","1.6","0","1.5","96.2","94.9","79.8","7348","13048","146000","2.12","41924","-1","1.1","","-1","-1","-1","-1","50.4","1687","15694","15911","20","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Washington County","WI","15.7","23","5.3","27.6","92.5","-1","0.4","1.2","1.1","3","0","1.1","96.1","93.4","77.4","52053","55516","222900","2.52","66159","-1","2.7","","-1","-1","-1","-1","50.3","8853","133251","131887","306.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Waukesha County","WI","16.5","22.4","5.1","40.2","95.6","-1","0.3","3.3","1.4","4.6","0.1","1.3","93.6","89.4","76.9","153422","162596","253800","2.52","75850","-1","4.6","","-1","-1","-1","-1","50.9","26579","395118","389891","709.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Waupaca County","WI","19.5","21.2","5.2","16.6","89.9","-1","0.7","0.5","0.4","3","0","1","97.4","94.8","76.1","21388","25456","136300","2.37","50822","-1","1.6","","-1","-1","-1","-1","49.7","4961","52066","52410","70.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Waushara County","WI","22.5","18.7","4.8","14.3","87","-1","0.8","0.5","2.1","6.4","0.1","1","95.5","89.8","81.1","9902","14895","136800","2.34","43070","-1","2.4","","-1","-1","-1","-1","47.3","2616","24178","24496","39.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Winnebago County","WI","14.7","20.8","5.6","25.5","91","-1","0.7","2.7","2","3.9","0","1.6","93","89.6","66.3","68140","74185","141300","2.33","51010","-1","3.2","","-1","-1","-1","-1","49.7","12863","169511","166994","384.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Wood County","WI","18.6","21.9","5.7","18.8","90.8","-1","0.9","2","0.7","2.7","0","1","95.4","93.1","74.5","32037","34405","119300","2.29","47685","-1","2.4","","-1","-1","-1","-1","50.6","6206","73608","74749","94.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Barbour County","WV","18.3","20.9","5.3","11.5","78.3","-1","0.5","0.2","1","0.8","0","1.5","96.7","96.1","77.2","6099","7835","87900","2.65","37327","-1","0.4","","-1","-1","-1","-1","51.1","1312","16766","16589","48.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Berkeley County","WV","13.3","24.2","6.2","19.8","86","-1","0.3","1.1","7.5","3.9","0","2.7","88.4","85.1","75.2","40447","46205","165000","2.59","53515","-1","3.4","","-1","-1","-1","-1","50.7","10627","110497","104169","324.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Boone County","WV","16.8","22.4","5.7","8.5","75.5","-1","0.1","0.1","0.6","0.5","0","0.6","98.5","98","77","9559","11030","77600","2.55","42156","-1","0.1","","-1","-1","-1","-1","50.3","1788","23714","24629","49.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Braxton County","WV","20","20.4","5.8","11.2","77.8","-1","0.3","0.3","0.6","0.7","0","1","97.7","97.2","76.9","5780","7372","80400","2.42","31848","-1","0.4","","-1","-1","-1","-1","49.7","1317","14463","14523","28.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Brooke County","WV","21.5","17.8","3.8","17","89.5","-1","0.1","0.4","1.6","0.8","0","1.2","96.7","96","75.6","9968","10903","82300","2.3","42493","-1","1.1","","-1","-1","-1","-1","51","2045","23530","24069","269.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Cabell County","WV","17","20.1","6.1","25.8","86.3","-1","0.2","1.2","5.1","1.4","0","2.1","91.3","90.2","61.4","40144","46456","105400","2.32","38374","-1","2.1","","-1","-1","-1","-1","51.3","7903","97109","96319","342.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Calhoun County","WV","20.7","19.1","4.9","10.2","76.6","-1","0.3","0.2","0.3","1.1","0","1","98.2","97.2","79.4","3141","3952","75900","2.41","31679","-1","0.3","","-1","-1","-1","-1","49.8","635","7513","7627","27.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Clay County","WV","19.1","22.8","6.5","8.1","72.7","-1","0.2","0.1","0.2","0.5","0","1.2","98.3","97.8","82.7","3435","4574","84500","2.7","31613","-1","0.4","","-1","-1","-1","-1","49.9","688","8941","9386","27.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Doddridge County","WV","16.9","17.7","4","12.4","80.6","-1","0.3","0.3","1.9","0.7","0","1.1","96.4","95.8","82.8","2778","3927","80700","2.8","34817","-1","0.6","","-1","-1","-1","-1","45.2","795","8391","8202","25.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Fayette County","WV","18.7","20.6","5.9","11.6","78.9","-1","0.3","0.2","4.7","1.1","0","1.3","93.4","92.5","76.7","17250","21520","72000","2.54","33771","-1","0.6","","-1","-1","-1","-1","49.6","3924","45132","46039","69.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
